Date,Region,Product,Units Sold,Unit Price,Revenue,Profit,Year,Month,Quarter,Weekday,DayOfYear,Profit_Margin,Month_Year
2024-05-19,South,Headphones,32,703,22496,2397.95,2024,5,2,Sunday,140,10.659450568990042,2024-05
2024-05-19,South,Keyboard,85,465,39525,13296.63,2024,5,2,Sunday,140,33.641062618595825,2024-05
2024-05-19,East,Mouse,28,919,25732,8615.68,2024,5,2,Sunday,140,33.482356598787504,2024-05
2024-05-19,East,Monitor,51,764,38964,11361.97,2024,5,2,Sunday,140,29.16017349348116,2024-05
2024-05-19,East,Laptop,28,370,10360,3897.31,2024,5,2,Sunday,140,37.61882239382239,2024-05
2024-05-19,East,Headphones,80,362,28960,11193.59,2024,5,2,Sunday,140,38.65189917127072,2024-05
2024-05-19,West,Laptop,39,165,6435,2473.34,2024,5,2,Sunday,140,38.43574203574204,2024-05
2024-05-19,West,Headphones,32,428,13696,2755.14,2024,5,2,Sunday,140,20.11638434579439,2024-05
2024-05-19,West,Keyboard,86,781,67166,7748.76,2024,5,2,Sunday,140,11.536729893100677,2024-05
2024-05-19,West,Smartphone,57,505,28785,4981.49,2024,5,2,Sunday,140,17.30585374326906,2024-05
2024-05-20,North,Headphones,51,331,16881,2454.89,2024,5,2,Monday,141,14.542325691605948,2024-05
2024-05-20,North,Keyboard,11,688,7568,1679.53,2024,5,2,Monday,141,22.19252114164905,2024-05
2024-05-20,South,Laptop,86,413,35518,7709.95,2024,5,2,Monday,141,21.707162565459768,2024-05
2024-05-20,South,Smartphone,11,791,8701,3248.98,2024,5,2,Monday,141,37.34030571198713,2024-05
2024-05-20,South,Mouse,71,925,65675,10005.56,2024,5,2,Monday,141,15.234960030452987,2024-05
2024-05-20,South,Tablet,24,644,15456,4532.69,2024,5,2,Monday,141,29.32641045548654,2024-05
2024-05-20,East,Laptop,13,353,4589,1030.44,2024,5,2,Monday,141,22.454565264763566,2024-05
2024-05-20,East,Headphones,45,865,38925,6082.35,2024,5,2,Monday,141,15.625818882466284,2024-05
2024-05-20,East,Mouse,29,933,27057,3447.82,2024,5,2,Monday,141,12.742802232324351,2024-05
2024-05-20,East,Keyboard,29,452,13108,4818.0,2024,5,2,Monday,141,36.756179432407684,2024-05
2024-05-20,West,Keyboard,32,262,8384,2531.41,2024,5,2,Monday,141,30.193344465648853,2024-05
2024-05-20,West,Laptop,82,978,80196,29259.27,2024,5,2,Monday,141,36.48469998503666,2024-05
2024-05-20,West,Monitor,87,847,73689,18857.42,2024,5,2,Monday,141,25.59054947142721,2024-05
2024-05-20,West,Mouse,86,508,43688,16204.24,2024,5,2,Monday,141,37.09082585607032,2024-05
2024-05-21,North,Tablet,98,307,30086,11387.9,2024,5,2,Tuesday,142,37.85116000797713,2024-05
2024-05-21,North,Monitor,6,398,2388,632.4,2024,5,2,Tuesday,142,26.482412060301506,2024-05
2024-05-21,North,Laptop,59,761,44899,7933.65,2024,5,2,Tuesday,142,17.669992650170382,2024-05
2024-05-21,South,Tablet,31,306,9486,2979.38,2024,5,2,Tuesday,142,31.40818047649167,2024-05
2024-05-21,South,Monitor,37,559,20683,5597.73,2024,5,2,Tuesday,142,27.0644007155635,2024-05
2024-05-21,East,Smartphone,91,468,42588,16580.77,2024,5,2,Tuesday,142,38.932962336808494,2024-05
2024-05-21,East,Monitor,83,486,40338,16045.96,2024,5,2,Tuesday,142,39.77876939858198,2024-05
2024-05-21,West,Mouse,28,351,9828,1035.03,2024,5,2,Tuesday,142,10.531440781440782,2024-05
2024-05-21,West,Monitor,52,57,2964,315.7,2024,5,2,Tuesday,142,10.65114709851552,2024-05
2024-05-21,West,Keyboard,39,610,23790,3546.73,2024,5,2,Tuesday,142,14.908490962589324,2024-05
2024-05-22,North,Laptop,83,797,66151,23455.95,2024,5,2,Wednesday,143,35.45819413160799,2024-05
2024-05-22,North,Keyboard,37,736,27232,6676.06,2024,5,2,Wednesday,143,24.515496474735606,2024-05
2024-05-22,North,Tablet,84,782,65688,12037.78,2024,5,2,Wednesday,143,18.32569114602363,2024-05
2024-05-22,South,Headphones,14,823,11522,3288.73,2024,5,2,Wednesday,143,28.543048081930223,2024-05
2024-05-22,South,Smartphone,17,114,1938,238.41,2024,5,2,Wednesday,143,12.301857585139318,2024-05
2024-05-22,East,Mouse,15,61,915,330.72,2024,5,2,Wednesday,143,36.14426229508197,2024-05
2024-05-22,East,Smartphone,53,226,11978,4715.45,2024,5,2,Wednesday,143,39.36759058273501,2024-05
2024-05-22,East,Headphones,66,679,44814,8074.48,2024,5,2,Wednesday,143,18.0177623064221,2024-05
2024-05-22,East,Monitor,57,267,15219,1952.89,2024,5,2,Wednesday,143,12.831920625533874,2024-05
2024-05-22,West,Mouse,56,464,25984,7551.69,2024,5,2,Wednesday,143,29.06284636699507,2024-05
2024-05-22,West,Laptop,91,757,68887,23943.37,2024,5,2,Wednesday,143,34.75745786578019,2024-05
2024-05-23,North,Mouse,97,241,23377,2389.3,2024,5,2,Thursday,144,10.22072977713137,2024-05
2024-05-23,North,Tablet,16,56,896,99.69,2024,5,2,Thursday,144,11.126116071428571,2024-05
2024-05-23,North,Laptop,59,280,16520,6215.34,2024,5,2,Thursday,144,37.62312348668281,2024-05
2024-05-23,North,Headphones,94,281,26414,10209.19,2024,5,2,Thursday,144,38.65067767093208,2024-05
2024-05-23,South,Smartphone,17,464,7888,1866.61,2024,5,2,Thursday,144,23.663919878296145,2024-05
2024-05-23,South,Tablet,32,972,31104,9008.86,2024,5,2,Thursday,144,28.963670267489718,2024-05
2024-05-23,South,Keyboard,83,594,49302,17209.4,2024,5,2,Thursday,144,34.90608900247455,2024-05
2024-05-23,East,Tablet,89,670,59630,20768.12,2024,5,2,Thursday,144,34.82830789870871,2024-05
2024-05-23,East,Monitor,58,438,25404,3863.99,2024,5,2,Thursday,144,15.210163753739566,2024-05
2024-05-23,West,Tablet,42,529,22218,5936.11,2024,5,2,Thursday,144,26.717571338554325,2024-05
2024-05-23,West,Mouse,43,598,25714,8998.81,2024,5,2,Thursday,144,34.99576106401182,2024-05
2024-05-23,West,Headphones,90,431,38790,11428.33,2024,5,2,Thursday,144,29.462052075277136,2024-05
2024-05-23,West,Monitor,56,652,36512,10593.09,2024,5,2,Thursday,144,29.012625985977213,2024-05
2024-05-24,North,Laptop,68,684,46512,15762.25,2024,5,2,Friday,145,33.88856639146886,2024-05
2024-05-24,North,Mouse,24,577,13848,1633.08,2024,5,2,Friday,145,11.792894280762564,2024-05
2024-05-24,South,Smartphone,94,976,91744,18868.92,2024,5,2,Friday,145,20.566925357516567,2024-05
2024-05-24,South,Tablet,80,552,44160,9662.93,2024,5,2,Friday,145,21.881634963768118,2024-05
2024-05-24,South,Headphones,77,984,75768,17232.54,2024,5,2,Friday,145,22.743823249920812,2024-05
2024-05-24,South,Laptop,16,657,10512,3938.06,2024,5,2,Friday,145,37.46251902587519,2024-05
2024-05-24,East,Laptop,39,275,10725,1916.37,2024,5,2,Friday,145,17.868251748251748,2024-05
2024-05-24,East,Monitor,58,298,17284,2541.97,2024,5,2,Friday,145,14.70707012265679,2024-05
2024-05-24,East,Smartphone,86,705,60630,20011.21,2024,5,2,Friday,145,33.00545934355929,2024-05
2024-05-24,West,Monitor,96,631,60576,16273.34,2024,5,2,Friday,145,26.864335710512417,2024-05
2024-05-24,West,Keyboard,9,840,7560,1016.23,2024,5,2,Friday,145,13.442195767195766,2024-05
2024-05-24,West,Laptop,63,270,17010,4403.21,2024,5,2,Friday,145,25.886008230452674,2024-05
2024-05-25,North,Monitor,41,739,30299,12114.76,2024,5,2,Saturday,146,39.98402587544144,2024-05
2024-05-25,North,Laptop,37,848,31376,5850.04,2024,5,2,Saturday,146,18.644951555328916,2024-05
2024-05-25,North,Tablet,48,83,3984,457.67,2024,5,2,Saturday,146,11.487700803212853,2024-05
2024-05-25,South,Tablet,42,261,10962,2238.29,2024,5,2,Saturday,146,20.418627987593503,2024-05
2024-05-25,South,Headphones,48,177,8496,2598.31,2024,5,2,Saturday,146,30.582744821092277,2024-05
2024-05-25,South,Smartphone,21,876,18396,3318.9,2024,5,2,Saturday,146,18.041422048271365,2024-05
2024-05-25,East,Keyboard,53,277,14681,4666.96,2024,5,2,Saturday,146,31.78911518288945,2024-05
2024-05-25,East,Laptop,36,955,34380,8069.85,2024,5,2,Saturday,146,23.472513089005236,2024-05
2024-05-25,East,Tablet,74,428,31672,8365.17,2024,5,2,Saturday,146,26.41187799949482,2024-05
2024-05-25,West,Keyboard,89,601,53489,14856.47,2024,5,2,Saturday,146,27.77481351305876,2024-05
2024-05-25,West,Smartphone,86,230,19780,5672.36,2024,5,2,Saturday,146,28.677249747219413,2024-05
2024-05-25,West,Mouse,87,352,30624,4852.44,2024,5,2,Saturday,146,15.845219435736677,2024-05
2024-05-25,West,Laptop,76,289,21964,8459.46,2024,5,2,Saturday,146,38.51511564378073,2024-05
2024-05-26,North,Smartphone,75,927,69525,11920.95,2024,5,2,Sunday,147,17.146278317152106,2024-05
2024-05-26,North,Tablet,53,725,38425,8957.27,2024,5,2,Sunday,147,23.311047495120366,2024-05
2024-05-26,North,Monitor,28,360,10080,1086.14,2024,5,2,Sunday,147,10.775198412698414,2024-05
2024-05-26,North,Headphones,85,654,55590,8914.0,2024,5,2,Sunday,147,16.03525813995323,2024-05
2024-05-26,South,Keyboard,72,789,56808,15218.01,2024,5,2,Sunday,147,26.788498098859314,2024-05
2024-05-26,South,Headphones,17,584,9928,2031.88,2024,5,2,Sunday,147,20.466156325543917,2024-05
2024-05-26,East,Monitor,35,177,6195,1791.39,2024,5,2,Sunday,147,28.916707021791773,2024-05
2024-05-26,East,Keyboard,35,947,33145,5396.84,2024,5,2,Sunday,147,16.282516216623925,2024-05
2024-05-26,West,Monitor,20,472,9440,1132.78,2024,5,2,Sunday,147,11.99978813559322,2024-05
2024-05-26,West,Keyboard,85,454,38590,4146.31,2024,5,2,Sunday,147,10.744519305519566,2024-05
2024-05-27,North,Smartphone,79,622,49138,8163.36,2024,5,2,Monday,148,16.613130367536325,2024-05
2024-05-27,North,Headphones,87,375,32625,8153.15,2024,5,2,Monday,148,24.990498084291186,2024-05
2024-05-27,North,Tablet,70,836,58520,16796.62,2024,5,2,Monday,148,28.70235816814764,2024-05
2024-05-27,North,Laptop,74,674,49876,13351.11,2024,5,2,Monday,148,26.768606143235225,2024-05
2024-05-27,South,Tablet,69,676,46644,8032.31,2024,5,2,Monday,148,17.22045707915273,2024-05
2024-05-27,South,Smartphone,14,141,1974,641.71,2024,5,2,Monday,148,32.5081053698075,2024-05
2024-05-27,East,Keyboard,82,848,69536,14594.63,2024,5,2,Monday,148,20.988595835250802,2024-05
2024-05-27,East,Tablet,59,927,54693,17856.16,2024,5,2,Monday,148,32.64798054595652,2024-05
2024-05-27,West,Headphones,6,552,3312,1003.34,2024,5,2,Monday,148,30.294082125603865,2024-05
2024-05-27,West,Smartphone,8,725,5800,2004.62,2024,5,2,Monday,148,34.562413793103445,2024-05
2024-05-28,North,Headphones,59,728,42952,4370.77,2024,5,2,Tuesday,149,10.17594058483889,2024-05
2024-05-28,North,Tablet,18,105,1890,688.67,2024,5,2,Tuesday,149,36.43756613756614,2024-05
2024-05-28,South,Tablet,23,402,9246,3455.97,2024,5,2,Tuesday,149,37.37800129785853,2024-05
2024-05-28,South,Monitor,90,685,61650,15446.17,2024,5,2,Tuesday,149,25.054614760746148,2024-05
2024-05-28,East,Tablet,94,638,59972,20219.8,2024,5,2,Tuesday,149,33.71540052024278,2024-05
2024-05-28,East,Monitor,82,201,16482,5085.29,2024,5,2,Tuesday,149,30.85359786433685,2024-05
2024-05-28,East,Headphones,67,418,28006,9093.54,2024,5,2,Tuesday,149,32.469970720559886,2024-05
2024-05-28,West,Tablet,21,857,17997,4680.01,2024,5,2,Tuesday,149,26.004389620492308,2024-05
2024-05-28,West,Smartphone,61,904,55144,11569.68,2024,5,2,Tuesday,149,20.980850137820976,2024-05
2024-05-28,West,Laptop,79,746,58934,15145.21,2024,5,2,Tuesday,149,25.698595038517663,2024-05
2024-05-28,West,Monitor,78,379,29562,4100.83,2024,5,2,Tuesday,149,13.871964007847911,2024-05
2024-05-29,North,Tablet,62,298,18476,3221.17,2024,5,2,Wednesday,150,17.434347261311974,2024-05
2024-05-29,North,Laptop,10,370,3700,483.05,2024,5,2,Wednesday,150,13.055405405405407,2024-05
2024-05-29,North,Keyboard,26,922,23972,3833.14,2024,5,2,Wednesday,150,15.990071750375437,2024-05
2024-05-29,South,Monitor,74,295,21830,7287.83,2024,5,2,Wednesday,150,33.38447091158955,2024-05
2024-05-29,South,Laptop,69,365,25185,9867.65,2024,5,2,Wednesday,150,39.18066309311098,2024-05
2024-05-29,East,Laptop,43,504,21672,4845.97,2024,5,2,Wednesday,150,22.360511258767072,2024-05
2024-05-29,East,Monitor,56,848,47488,14233.56,2024,5,2,Wednesday,150,29.972961590296492,2024-05
2024-05-29,East,Tablet,22,474,10428,3043.02,2024,5,2,Wednesday,150,29.181242807825086,2024-05
2024-05-29,West,Keyboard,19,820,15580,4371.66,2024,5,2,Wednesday,150,28.059435173299104,2024-05
2024-05-29,West,Smartphone,74,372,27528,3500.15,2024,5,2,Wednesday,150,12.71487213019471,2024-05
2024-05-30,North,Laptop,51,106,5406,1933.69,2024,5,2,Thursday,151,35.769330373658896,2024-05
2024-05-30,North,Smartphone,75,960,72000,25883.89,2024,5,2,Thursday,151,35.94984722222222,2024-05
2024-05-30,North,Tablet,92,563,51796,8899.12,2024,5,2,Thursday,151,17.181095065256006,2024-05
2024-05-30,North,Keyboard,47,715,33605,4870.48,2024,5,2,Thursday,151,14.493319446510936,2024-05
2024-05-30,South,Headphones,5,516,2580,526.36,2024,5,2,Thursday,151,20.4015503875969,2024-05
2024-05-30,South,Keyboard,24,622,14928,5494.3,2024,5,2,Thursday,151,36.805332261521976,2024-05
2024-05-30,South,Mouse,92,373,34316,6849.48,2024,5,2,Thursday,151,19.96001865019233,2024-05
2024-05-30,East,Smartphone,28,319,8932,3233.32,2024,5,2,Thursday,151,36.19928347514554,2024-05
2024-05-30,East,Monitor,79,73,5767,2013.78,2024,5,2,Thursday,151,34.91902202184845,2024-05
2024-05-30,East,Mouse,59,510,30090,8492.65,2024,5,2,Thursday,151,28.22416085078099,2024-05
2024-05-30,West,Laptop,69,546,37674,12270.56,2024,5,2,Thursday,151,32.5703668312364,2024-05
2024-05-30,West,Smartphone,39,860,33540,8556.12,2024,5,2,Thursday,151,25.51019677996422,2024-05
2024-05-31,North,Monitor,7,187,1309,441.18,2024,5,2,Friday,152,33.70359052711994,2024-05
2024-05-31,North,Smartphone,18,765,13770,4173.84,2024,5,2,Friday,152,30.31111111111111,2024-05
2024-05-31,South,Monitor,6,898,5388,1462.11,2024,5,2,Friday,152,27.136414253897552,2024-05
2024-05-31,South,Keyboard,75,357,26775,4502.55,2024,5,2,Friday,152,16.81624649859944,2024-05
2024-05-31,South,Headphones,26,851,22126,7863.1,2024,5,2,Friday,152,35.53782879869837,2024-05
2024-05-31,East,Keyboard,13,154,2002,463.66,2024,5,2,Friday,152,23.15984015984016,2024-05
2024-05-31,East,Tablet,22,765,16830,2341.65,2024,5,2,Friday,152,13.913547237076648,2024-05
2024-05-31,West,Monitor,11,513,5643,1057.27,2024,5,2,Friday,152,18.735956051745525,2024-05
2024-05-31,West,Mouse,5,420,2100,257.58,2024,5,2,Friday,152,12.265714285714285,2024-05
2024-05-31,West,Tablet,87,214,18618,2058.17,2024,5,2,Friday,152,11.054731979804492,2024-05
2024-05-31,West,Headphones,68,779,52972,17797.27,2024,5,2,Friday,152,33.59750434191648,2024-05
2024-06-01,North,Keyboard,64,131,8384,866.1,2024,6,2,Saturday,153,10.330391221374047,2024-06
2024-06-01,North,Headphones,78,969,75582,11072.96,2024,6,2,Saturday,153,14.650260644068691,2024-06
2024-06-01,South,Smartphone,92,755,69460,9922.62,2024,6,2,Saturday,153,14.285372876475671,2024-06
2024-06-01,South,Mouse,62,516,31992,10781.06,2024,6,2,Saturday,153,33.69923730932733,2024-06
2024-06-01,East,Smartphone,13,749,9737,3157.51,2024,6,2,Saturday,153,32.42795522234775,2024-06
2024-06-01,East,Headphones,61,886,54046,10064.49,2024,6,2,Saturday,153,18.622081190097326,2024-06
2024-06-01,East,Keyboard,26,369,9594,1835.26,2024,6,2,Saturday,153,19.129247446320615,2024-06
2024-06-01,East,Mouse,75,617,46275,4647.33,2024,6,2,Saturday,153,10.04285251215559,2024-06
2024-06-01,West,Headphones,53,274,14522,2148.16,2024,6,2,Saturday,153,14.79245283018868,2024-06
2024-06-01,West,Monitor,74,854,63196,11726.4,2024,6,2,Saturday,153,18.55560478511298,2024-06
2024-06-02,North,Headphones,12,715,8580,1597.36,2024,6,2,Sunday,154,18.617249417249415,2024-06
2024-06-02,North,Smartphone,89,77,6853,2343.77,2024,6,2,Sunday,154,34.20064205457464,2024-06
2024-06-02,South,Monitor,86,571,49106,5717.09,2024,6,2,Sunday,154,11.64234513094123,2024-06
2024-06-02,South,Keyboard,86,818,70348,17205.01,2024,6,2,Sunday,154,24.456999488258372,2024-06
2024-06-02,South,Mouse,69,832,57408,11181.97,2024,6,2,Sunday,154,19.47806925863991,2024-06
2024-06-02,East,Monitor,37,403,14911,3326.46,2024,6,2,Sunday,154,22.308765341023406,2024-06
2024-06-02,East,Smartphone,14,743,10402,1430.14,2024,6,2,Sunday,154,13.748702172659105,2024-06
2024-06-02,West,Tablet,21,418,8778,1137.68,2024,6,2,Sunday,154,12.96058327637275,2024-06
2024-06-02,West,Keyboard,18,700,12600,3633.33,2024,6,2,Sunday,154,28.835952380952378,2024-06
2024-06-03,North,Headphones,12,966,11592,3123.49,2024,6,2,Monday,155,26.945220841959973,2024-06
2024-06-03,North,Tablet,54,758,40932,5318.26,2024,6,2,Monday,155,12.992915078667059,2024-06
2024-06-03,North,Mouse,99,962,95238,28567.38,2024,6,2,Monday,155,29.995778995779,2024-06
2024-06-03,North,Keyboard,52,179,9308,1296.27,2024,6,2,Monday,155,13.92640739149119,2024-06
2024-06-03,South,Monitor,80,507,40560,15398.15,2024,6,2,Monday,155,37.96388067061144,2024-06
2024-06-03,South,Headphones,78,911,71058,23044.83,2024,6,2,Monday,155,32.431014101156805,2024-06
2024-06-03,South,Mouse,6,399,2394,381.06,2024,6,2,Monday,155,15.917293233082708,2024-06
2024-06-03,East,Smartphone,19,102,1938,381.71,2024,6,2,Monday,155,19.69607843137255,2024-06
2024-06-03,East,Keyboard,78,607,47346,9895.16,2024,6,2,Monday,155,20.899674734930088,2024-06
2024-06-03,East,Tablet,23,215,4945,1412.97,2024,6,2,Monday,155,28.5737108190091,2024-06
2024-06-03,West,Mouse,54,891,48114,15568.36,2024,6,2,Monday,155,32.35723490044477,2024-06
2024-06-03,West,Monitor,34,250,8500,1694.03,2024,6,2,Monday,155,19.929764705882352,2024-06
2024-06-04,North,Keyboard,72,651,46872,10760.67,2024,6,2,Tuesday,156,22.957565284178187,2024-06
2024-06-04,North,Smartphone,21,324,6804,2275.17,2024,6,2,Tuesday,156,33.438712522045854,2024-06
2024-06-04,North,Mouse,74,880,65120,16439.59,2024,6,2,Tuesday,156,25.24507063882064,2024-06
2024-06-04,North,Laptop,84,463,38892,15464.33,2024,6,2,Tuesday,156,39.76223902087833,2024-06
2024-06-04,South,Monitor,46,730,33580,5379.17,2024,6,2,Tuesday,156,16.018969624776652,2024-06
2024-06-04,South,Keyboard,51,574,29274,5693.37,2024,6,2,Tuesday,156,19.448555031768805,2024-06
2024-06-04,South,Headphones,70,193,13510,1968.23,2024,6,2,Tuesday,156,14.568689859363435,2024-06
2024-06-04,South,Smartphone,81,468,37908,8652.59,2024,6,2,Tuesday,156,22.825234778938484,2024-06
2024-06-04,East,Mouse,70,279,19530,3072.69,2024,6,2,Tuesday,156,15.733179723502305,2024-06
2024-06-04,East,Laptop,44,427,18788,3375.76,2024,6,2,Tuesday,156,17.967638918458594,2024-06
2024-06-04,East,Smartphone,69,379,26151,5138.83,2024,6,2,Tuesday,156,19.650606095369202,2024-06
2024-06-04,East,Headphones,14,992,13888,5270.77,2024,6,2,Tuesday,156,37.95197292626729,2024-06
2024-06-04,West,Keyboard,79,302,23858,6040.96,2024,6,2,Tuesday,156,25.320479503730404,2024-06
2024-06-04,West,Tablet,33,323,10659,3735.66,2024,6,2,Tuesday,156,35.04700253307064,2024-06
2024-06-04,West,Smartphone,18,467,8406,2059.64,2024,6,2,Tuesday,156,24.502022364977396,2024-06
2024-06-05,North,Laptop,29,302,8758,1400.15,2024,6,2,Wednesday,157,15.987097510847226,2024-06
2024-06-05,North,Smartphone,96,185,17760,5203.87,2024,6,2,Wednesday,157,29.30106981981982,2024-06
2024-06-05,North,Monitor,71,285,20235,2341.27,2024,6,2,Wednesday,157,11.57039782554979,2024-06
2024-06-05,North,Headphones,85,277,23545,8018.82,2024,6,2,Wednesday,157,34.057421957952855,2024-06
2024-06-05,South,Smartphone,15,325,4875,802.46,2024,6,2,Wednesday,157,16.46071794871795,2024-06
2024-06-05,South,Tablet,51,159,8109,1231.17,2024,6,2,Wednesday,157,15.182759896411396,2024-06
2024-06-05,South,Mouse,12,53,636,237.39,2024,6,2,Wednesday,157,37.325471698113205,2024-06
2024-06-05,South,Headphones,44,919,40436,9040.84,2024,6,2,Wednesday,157,22.35839351073301,2024-06
2024-06-05,East,Tablet,77,565,43505,12822.93,2024,6,2,Wednesday,157,29.47461211355017,2024-06
2024-06-05,East,Laptop,81,865,70065,20419.88,2024,6,2,Wednesday,157,29.144194676371942,2024-06
2024-06-05,East,Smartphone,81,600,48600,11087.3,2024,6,2,Wednesday,157,22.813374485596707,2024-06
2024-06-05,East,Mouse,23,137,3151,1210.89,2024,6,2,Wednesday,157,38.428752776896225,2024-06
2024-06-05,West,Mouse,90,766,68940,23687.12,2024,6,2,Wednesday,157,34.35903684363214,2024-06
2024-06-05,West,Smartphone,18,942,16956,1719.57,2024,6,2,Wednesday,157,10.141365888181173,2024-06
2024-06-06,North,Headphones,20,499,9980,1725.38,2024,6,2,Thursday,158,17.288376753507016,2024-06
2024-06-06,North,Keyboard,47,313,14711,1882.01,2024,6,2,Thursday,158,12.793215960845625,2024-06
2024-06-06,North,Smartphone,16,645,10320,2146.02,2024,6,2,Thursday,158,20.794767441860465,2024-06
2024-06-06,North,Tablet,84,108,9072,2750.54,2024,6,2,Thursday,158,30.319003527336864,2024-06
2024-06-06,South,Headphones,34,381,12954,3790.77,2024,6,2,Thursday,158,29.26331635016211,2024-06
2024-06-06,South,Monitor,96,559,53664,16495.81,2024,6,2,Thursday,158,30.73906156827669,2024-06
2024-06-06,South,Tablet,98,786,77028,27354.86,2024,6,2,Thursday,158,35.512878433816276,2024-06
2024-06-06,South,Mouse,83,248,20584,2752.41,2024,6,2,Thursday,158,13.371599300427517,2024-06
2024-06-06,East,Headphones,99,751,74349,25901.52,2024,6,2,Thursday,158,34.837751684622525,2024-06
2024-06-06,East,Monitor,58,137,7946,887.12,2024,6,2,Thursday,158,11.164359426126353,2024-06
2024-06-06,East,Smartphone,70,711,49770,12989.09,2024,6,2,Thursday,158,26.098231866586296,2024-06
2024-06-06,West,Monitor,59,110,6490,1565.46,2024,6,2,Thursday,158,24.1211093990755,2024-06
2024-06-06,West,Headphones,20,295,5900,644.99,2024,6,2,Thursday,158,10.932033898305086,2024-06
2024-06-07,North,Keyboard,40,771,30840,6826.35,2024,6,2,Friday,159,22.134727626459146,2024-06
2024-06-07,North,Monitor,86,628,54008,16835.79,2024,6,2,Friday,159,31.172770700636942,2024-06
2024-06-07,South,Tablet,9,632,5688,1746.26,2024,6,2,Friday,159,30.700773558368493,2024-06
2024-06-07,South,Headphones,97,320,31040,8072.46,2024,6,2,Friday,159,26.006636597938144,2024-06
2024-06-07,South,Monitor,80,207,16560,2690.5,2024,6,2,Friday,159,16.2469806763285,2024-06
2024-06-07,South,Keyboard,7,378,2646,904.33,2024,6,2,Friday,159,34.17724867724868,2024-06
2024-06-07,East,Keyboard,32,972,31104,6436.08,2024,6,2,Friday,159,20.69212962962963,2024-06
2024-06-07,East,Monitor,56,258,14448,3831.71,2024,6,2,Friday,159,26.520694905869323,2024-06
2024-06-07,East,Headphones,69,451,31119,12070.36,2024,6,2,Friday,159,38.787750249043995,2024-06
2024-06-07,East,Laptop,13,702,9126,2565.69,2024,6,2,Friday,159,28.11406969099277,2024-06
2024-06-07,West,Keyboard,40,804,32160,9648.41,2024,6,2,Friday,159,30.001274875621892,2024-06
2024-06-07,West,Monitor,14,405,5670,1563.41,2024,6,2,Friday,159,27.57336860670194,2024-06
2024-06-08,North,Laptop,98,541,53018,7746.21,2024,6,2,Saturday,160,14.6105284997548,2024-06
2024-06-08,North,Mouse,67,901,60367,10854.37,2024,6,2,Saturday,160,17.980635115211953,2024-06
2024-06-08,South,Monitor,93,404,37572,11980.07,2024,6,2,Saturday,160,31.885632918130526,2024-06
2024-06-08,South,Keyboard,53,63,3339,539.44,2024,6,2,Saturday,160,16.155735250074873,2024-06
2024-06-08,East,Tablet,27,570,15390,3803.4,2024,6,2,Saturday,160,24.713450292397663,2024-06
2024-06-08,East,Headphones,54,193,10422,3551.79,2024,6,2,Saturday,160,34.079735175590095,2024-06
2024-06-08,West,Smartphone,83,907,75281,13936.29,2024,6,2,Saturday,160,18.512360356530866,2024-06
2024-06-08,West,Headphones,84,319,26796,7774.57,2024,6,2,Saturday,160,29.013919988057918,2024-06
2024-06-08,West,Mouse,59,448,26432,2915.17,2024,6,2,Saturday,160,11.028942191283294,2024-06
2024-06-09,North,Monitor,76,584,44384,12736.07,2024,6,2,Sunday,161,28.695182948810384,2024-06
2024-06-09,North,Laptop,67,422,28274,7099.81,2024,6,2,Sunday,161,25.11073778029285,2024-06
2024-06-09,North,Headphones,69,373,25737,7005.42,2024,6,2,Sunday,161,27.219256323580836,2024-06
2024-06-09,South,Monitor,36,933,33588,7719.53,2024,6,2,Sunday,161,22.982999880909848,2024-06
2024-06-09,South,Keyboard,70,429,30030,3299.83,2024,6,2,Sunday,161,10.988444888444889,2024-06
2024-06-09,East,Headphones,77,101,7777,2541.53,2024,6,2,Sunday,161,32.680082293943684,2024-06
2024-06-09,East,Monitor,69,66,4554,514.38,2024,6,2,Sunday,161,11.295125164690383,2024-06
2024-06-09,West,Laptop,74,153,11322,2224.35,2024,6,2,Sunday,161,19.64626391096979,2024-06
2024-06-09,West,Headphones,82,989,81098,32345.86,2024,6,2,Sunday,161,39.884904683222764,2024-06
2024-06-09,West,Smartphone,58,325,18850,3653.55,2024,6,2,Sunday,161,19.382228116710877,2024-06
2024-06-10,North,Headphones,32,207,6624,1083.78,2024,6,2,Monday,162,16.361413043478258,2024-06
2024-06-10,North,Smartphone,71,803,57013,17475.65,2024,6,2,Monday,162,30.65204427060495,2024-06
2024-06-10,North,Keyboard,89,869,77341,26010.01,2024,6,2,Monday,162,33.63029958236899,2024-06
2024-06-10,North,Monitor,80,885,70800,14023.21,2024,6,2,Monday,162,19.806793785310735,2024-06
2024-06-10,South,Mouse,65,217,14105,3670.27,2024,6,2,Monday,162,26.021056362991846,2024-06
2024-06-10,South,Laptop,28,484,13552,3022.19,2024,6,2,Monday,162,22.300693624557262,2024-06
2024-06-10,South,Keyboard,98,722,70756,8571.25,2024,6,2,Monday,162,12.113813669512126,2024-06
2024-06-10,South,Smartphone,61,623,38003,5765.24,2024,6,2,Monday,162,15.170486540536274,2024-06
2024-06-10,East,Laptop,27,337,9099,923.76,2024,6,2,Monday,162,10.152324431256183,2024-06
2024-06-10,East,Smartphone,61,414,25254,7270.07,2024,6,2,Monday,162,28.787795992714027,2024-06
2024-06-10,East,Monitor,75,954,71550,9865.67,2024,6,2,Monday,162,13.788497554157933,2024-06
